patient_id,first_name,last_name,national_id,gender,age,city,province,visit_reason,department
5502,Reza,Mousavi,4515673041,Male,36,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5503,Mina,Moradi,4457303836,Female,23,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5504,Maryam,Hosseini,0995580537,Female,18,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5505,Amir,Ghasemi,6156671021,Male,75,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5506,Elnaz,Ghasemi,1265694923,Female,79,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5507,Sara,Karimi,8244248491,Female,9,Shiraz,Fars,Acute Appendicitis,General Surgery
5508,Narges,Karimi,9576811600,Female,60,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5509,Sara,Ahmadi,6081234487,Female,31,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5510,Amir,Mousavi,7064906813,Male,14,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5511,Arash,Ghasemi,4531441982,Male,84,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5512,Mehdi,Ahmadi,9201515677,Male,14,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5513,Mina,Ghasemi,9104589998,Female,44,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5514,Mina,Ahmadi,0270830723,Female,90,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5515,Mohammad,Karimi,7433144927,Male,58,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5516,Fatemeh,Karimi,1110500807,Female,35,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5517,Mohammad,Karimi,9789751826,Male,24,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5518,Farhad,Hosseini,5364153665,Male,32,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5519,Farhad,Hashemi,6474680857,Male,61,Shiraz,Fars,Pneumonia,Infectious Diseases
5520,Zahra,Hosseini,0336141548,Female,1,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5521,Ali,Moradi,4588992538,Male,86,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5522,Maryam,Hashemi,0296823112,Female,10,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5523,Elnaz,Moradi,5486812116,Female,15,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5524,Hossein,Ahmadi,1687050341,Male,54,Tehran,Tehran,Gastroenteritis,Internal Medicine
5525,Sara,Rezai,3803025109,Female,63,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5526,Elnaz,Mousavi,8298308451,Female,11,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5527,Maryam,Moradi,2868912834,Female,66,Tehran,Tehran,Pneumonia,Infectious Diseases
5528,Ali,Ahmadi,7059755675,Male,65,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5529,Sepideh,Karimi,8501272949,Female,49,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5530,Fatemeh,Rezai,9502304802,Female,83,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5531,Ali,Hosseini,8117700646,Male,51,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5532,Sepideh,Mousavi,2962681611,Female,35,Shiraz,Fars,Pneumonia,Infectious Diseases
5533,Sara,Hashemi,2103964896,Female,70,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5534,Mohammad,Rezai,5072948854,Male,88,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5535,Fatemeh,Ghasemi,5089469849,Female,49,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5536,Elnaz,Ahmadi,9265976357,Female,88,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5537,Mohammad,Ghasemi,5350633260,Male,73,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5538,Ali,Karimi,1561351301,Male,40,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5539,Maryam,Hosseini,3371849147,Female,31,Shiraz,Fars,Infertility Consultation,Gynecology/IVF
5540,Fatemeh,Ahmadi,7508998359,Female,81,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5541,Fatemeh,Mousavi,8493874353,Female,20,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5542,Mehdi,Rezai,0880742453,Male,71,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5543,Farhad,Hashemi,6821671877,Male,5,Shiraz,Fars,Pneumonia,Infectious Diseases
5544,Sepideh,Rezai,7791735903,Female,88,Tehran,Tehran,Cataract Surgery,Ophthalmology
5545,Mohammad,Hosseini,6638603892,Male,23,Tehran,Tehran,Gastroenteritis,Internal Medicine
5546,Ali,Hosseini,0873589807,Male,56,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5547,Mina,Ghasemi,9696818394,Female,66,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5548,Arash,Hosseini,3665721792,Male,14,Shiraz,Fars,Pneumonia,Infectious Diseases
5549,Mina,Rezai,4706924421,Female,15,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5550,Maryam,Hosseini,2987687842,Female,46,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5551,Maryam,Rezai,9299779120,Female,82,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5552,Ali,Ahmadi,2442309051,Male,44,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5553,Narges,Ghasemi,2405861046,Female,11,Shiraz,Fars,Infertility Consultation,Gynecology/IVF
5554,Sara,Rezai,4957575614,Female,15,Tehran,Tehran,Gastroenteritis,Internal Medicine
5555,Mina,Mousavi,6798438180,Female,7,Shiraz,Fars,Acute Appendicitis,General Surgery
5556,Ali,Ghasemi,8290819544,Male,53,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5557,Farhad,Hashemi,9941349916,Male,73,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5558,Maryam,Karimi,1982219548,Female,51,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5559,Ali,Ahmadi,0206984553,Male,33,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5560,Ali,Ghasemi,4575221430,Male,16,Tehran,Tehran,Pneumonia,Infectious Diseases
5561,Ali,Ahmadi,2154375634,Male,12,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5562,Amir,Hashemi,4164844116,Male,71,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5563,Maryam,Ghasemi,7439218779,Female,83,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5564,Zahra,Karimi,1793046026,Female,6,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5565,Mina,Rezai,4696478297,Female,16,Tehran,Tehran,Pneumonia,Infectious Diseases
5566,Amir,Mousavi,8593235468,Male,4,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5567,Sara,Karimi,8713498101,Female,34,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5568,Fatemeh,Rezai,1893956121,Female,11,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5569,Mina,Ghasemi,4701716545,Female,64,Shiraz,Fars,Gastroenteritis,Internal Medicine
5570,Mina,Ahmadi,4405558851,Female,84,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5571,Amir,Mousavi,9521560460,Male,83,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5572,Zahra,Hosseini,8273498492,Female,38,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5573,Zahra,Hosseini,9346212111,Female,18,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5574,Arash,Hashemi,9400771061,Male,53,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5575,Mehdi,Hosseini,6354428719,Male,63,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5576,Hossein,Ghasemi,7392500775,Male,8,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5577,Zahra,Ahmadi,1941287735,Female,17,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5578,Mehdi,Hashemi,0864260326,Male,47,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5579,Amir,Hashemi,2523061864,Male,73,Tehran,Tehran,Gastroenteritis,Internal Medicine
5580,Sepideh,Moradi,5557469230,Female,65,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5581,Zahra,Hosseini,8191001128,Female,76,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5582,Mohammad,Mousavi,7172328302,Male,50,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5583,Zahra,Karimi,5869353548,Female,34,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5584,Zahra,Rezai,7392775723,Female,62,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5585,Ali,Hashemi,3927116602,Male,21,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5586,Amir,Ahmadi,6071039959,Male,25,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5587,Ali,Hashemi,9045846926,Male,5,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5588,Farhad,Hashemi,3934719171,Male,12,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5589,Hossein,Ghasemi,7902826804,Male,31,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5590,Hossein,Rezai,1758850604,Male,67,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5591,Hossein,Karimi,2182845224,Male,58,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5592,Mohammad,Hosseini,6588795297,Male,24,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5593,Ali,Rezai,7607258711,Male,60,Shiraz,Fars,Cataract Surgery,Ophthalmology
5594,Narges,Hashemi,5721361638,Female,30,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5595,Reza,Ahmadi,0006158900,Male,90,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5596,Mehdi,Karimi,8895738357,Male,7,Shiraz,Fars,Gastroenteritis,Internal Medicine
5597,Mina,Hashemi,8679864481,Female,32,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5598,Maryam,Ahmadi,5864784575,Female,53,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5599,Sara,Hashemi,6716303863,Female,1,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5600,Fatemeh,Hosseini,6688016559,Female,42,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5601,Mehdi,Karimi,5229756594,Male,13,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5602,Elnaz,Ghasemi,8363595799,Female,6,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5603,Farhad,Ghasemi,7267080294,Male,4,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5604,Zahra,Hashemi,8167027945,Female,57,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5605,Zahra,Ghasemi,9561801604,Female,72,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5606,Mehdi,Moradi,9059783557,Male,36,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5607,Mohammad,Ghasemi,8567733669,Male,54,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5608,Ali,Moradi,4660651517,Male,3,Shiraz,Fars,Asthma / Respiratory Distress,Pulmonology
5609,Hossein,Rezai,3378284994,Male,13,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5610,Amir,Ahmadi,3448052094,Male,20,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5611,Hossein,Karimi,0815876599,Male,28,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5612,Fatemeh,Ghasemi,3599703353,Female,37,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5613,Fatemeh,Hosseini,1309437221,Female,10,Shiraz,Fars,Cataract Surgery,Ophthalmology
5614,Sepideh,Hashemi,6650315109,Female,75,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5615,Sara,Hosseini,6486819359,Female,13,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5616,Mina,Ahmadi,6345130184,Female,87,Shiraz,Fars,Cataract Surgery,Ophthalmology
5617,Zahra,Ahmadi,6181151443,Female,79,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5618,Reza,Rezai,6488494104,Male,90,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5619,Mehdi,Ghasemi,0160253004,Male,80,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5620,Amir,Rezai,4205085672,Male,30,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5621,Mina,Moradi,5640219432,Female,17,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5622,Maryam,Hosseini,9486455783,Female,23,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5623,Sepideh,Ghasemi,1398139106,Female,59,Isfahan,Isfahan,Rhinoplasty (Elective),ENT / Plastic Surgery
5624,Elnaz,Karimi,4477275129,Female,58,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5625,Mina,Moradi,1301940518,Female,71,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5626,Farhad,Ahmadi,2857387350,Male,41,Tehran,Tehran,Gastroenteritis,Internal Medicine
5627,Zahra,Moradi,4590495295,Female,31,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5628,Sepideh,Mousavi,5598326914,Female,21,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5629,Arash,Ghasemi,3761643128,Male,19,Tehran,Tehran,Rhinoplasty (Elective),ENT / Plastic Surgery
5630,Ali,Ghasemi,7513233020,Male,81,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5631,Mehdi,Ahmadi,1764719212,Male,7,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5632,Ali,Karimi,6206763102,Male,11,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5633,Farhad,Ghasemi,4715768739,Male,72,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5634,Ali,Mousavi,2056476738,Male,38,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5635,Sepideh,Ghasemi,1789916941,Female,40,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5636,Zahra,Ghasemi,5161303451,Female,16,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5637,Farhad,Rezai,2453291742,Male,70,Isfahan,Isfahan,Type 2 Diabetes Follow-up,Endocrinology
5638,Zahra,Rezai,7013184314,Female,87,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5639,Arash,Rezai,2175544427,Male,5,Shiraz,Fars,Cataract Surgery,Ophthalmology
5640,Zahra,Rezai,1216780560,Female,75,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5641,Fatemeh,Ghasemi,9747353911,Female,52,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5642,Elnaz,Ghasemi,1753132101,Female,71,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5643,Reza,Ahmadi,6852207145,Male,27,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5644,Elnaz,Karimi,1248202856,Female,29,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5645,Mohammad,Karimi,4016472822,Male,28,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5646,Maryam,Ghasemi,7060660798,Female,20,Tehran,Tehran,Kidney Stones (Renal Colic),Urology
5647,Mina,Hashemi,2436434719,Female,45,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5648,Sara,Hashemi,5750406581,Female,36,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5649,Fatemeh,Ahmadi,9884840407,Female,22,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5650,Sara,Karimi,2911102525,Female,66,Isfahan,Isfahan,Cataract Surgery,Ophthalmology
5651,Mina,Karimi,7317124303,Female,9,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5652,Zahra,Hosseini,5364442055,Female,27,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5653,Maryam,Moradi,1759771082,Female,51,Isfahan,Isfahan,Kidney Stones (Renal Colic),Urology
5654,Amir,Ahmadi,2957258821,Male,9,Mashhad,Razavi Khorasan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5655,Maryam,Hashemi,1603052623,Female,78,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5656,Mohammad,Hashemi,3835163949,Male,50,Isfahan,Isfahan,Kidney Stones (Renal Colic),Urology
5657,Mehdi,Moradi,1077356307,Male,63,Shiraz,Fars,Gastroenteritis,Internal Medicine
5658,Hossein,Mousavi,7220329261,Male,24,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5659,Hossein,Mousavi,6726875827,Male,59,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5660,Reza,Rezai,6712162068,Male,70,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5661,Mina,Karimi,5643777029,Female,51,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5662,Narges,Ahmadi,2250767688,Female,13,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5663,Ali,Karimi,7802875056,Male,22,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5664,Reza,Karimi,0664235182,Male,45,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5665,Hossein,Ghasemi,9813998067,Male,14,Tehran,Tehran,Acute Appendicitis,General Surgery
5666,Arash,Ghasemi,8710903631,Male,2,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5667,Zahra,Rezai,0808248480,Female,63,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5668,Arash,Karimi,5363852349,Male,78,Shiraz,Fars,Kidney Stones (Renal Colic),Urology
5669,Ali,Hashemi,7379646176,Male,62,Tehran,Tehran,Chest Pain / Suspected MI,Cardiology
5670,Maryam,Hosseini,9600039501,Female,34,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5671,Arash,Ahmadi,2079411551,Male,68,Shiraz,Fars,Pneumonia,Infectious Diseases
5672,Farhad,Hashemi,0873881370,Male,64,Shiraz,Fars,Cataract Surgery,Ophthalmology
5673,Sara,Hashemi,4449003535,Female,28,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5674,Elnaz,Hosseini,1276929307,Female,5,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5675,Mina,Hashemi,6671556016,Female,48,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5676,Fatemeh,Rezai,1032297980,Female,73,Shiraz,Fars,Pneumonia,Infectious Diseases
5677,Fatemeh,Rezai,3901143904,Female,83,Shiraz,Fars,Cataract Surgery,Ophthalmology
5678,Mehdi,Ghasemi,2900035244,Male,65,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5679,Elnaz,Hashemi,3951668725,Female,86,Mashhad,Razavi Khorasan,Chest Pain / Suspected MI,Cardiology
5680,Maryam,Ahmadi,2134450568,Female,89,Mashhad,Razavi Khorasan,Type 2 Diabetes Follow-up,Endocrinology
5681,Mohammad,Ahmadi,0311615104,Male,19,Tehran,Tehran,Gastroenteritis,Internal Medicine
5682,Sara,Moradi,3248334738,Female,44,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5683,Elnaz,Moradi,0400971380,Female,29,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5684,Hossein,Ahmadi,2264645172,Male,69,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5685,Reza,Moradi,4046357568,Male,47,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5686,Arash,Ghasemi,5836328803,Male,30,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5687,Elnaz,Ghasemi,8136102856,Female,27,Isfahan,Isfahan,Infertility Consultation,Gynecology/IVF
5688,Sara,Ghasemi,8779467660,Female,69,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5689,Narges,Hashemi,2306710627,Female,52,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5690,Zahra,Mousavi,1986792153,Female,68,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5691,Farhad,Rezai,8788278026,Male,67,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5692,Sepideh,Ahmadi,6742305657,Female,57,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5693,Mina,Ahmadi,2939178224,Female,13,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5694,Arash,Ghasemi,9486123772,Male,26,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5695,Fatemeh,Moradi,4827188963,Female,77,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5696,Mohammad,Karimi,5385831859,Male,44,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5697,Mohammad,Moradi,0213706504,Male,49,Shiraz,Fars,Infertility Consultation,Gynecology/IVF
5698,Narges,Ahmadi,0677856113,Female,54,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5699,Elnaz,Ahmadi,2721267711,Female,79,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5700,Arash,Ghasemi,7860644207,Male,2,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5701,Reza,Karimi,2919802021,Male,6,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5702,Reza,Ghasemi,0461065207,Male,37,Tehran,Tehran,Infertility Consultation,Gynecology/IVF
5703,Reza,Karimi,7735553420,Male,28,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5704,Mina,Moradi,3216986969,Female,89,Shiraz,Fars,Rhinoplasty (Elective),ENT / Plastic Surgery
5705,Sara,Moradi,5907220112,Female,89,Shiraz,Fars,Hypertension Crisis,Internal Medicine
5706,Ali,Moradi,0984210385,Male,55,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5707,Zahra,Karimi,3906272771,Female,52,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5708,Zahra,Ahmadi,6821963691,Female,47,Shiraz,Fars,Chest Pain / Suspected MI,Cardiology
5709,Fatemeh,Hosseini,3282717725,Female,81,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5710,Ali,Ghasemi,7994042880,Male,42,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5711,Maryam,Rezai,6732273884,Female,29,Tehran,Tehran,Cataract Surgery,Ophthalmology
5712,Mehdi,Mousavi,7240348806,Male,25,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5713,Mehdi,Ahmadi,1953361651,Male,13,Shiraz,Fars,Type 2 Diabetes Follow-up,Endocrinology
5714,Ali,Karimi,4307112016,Male,8,Isfahan,Isfahan,Asthma / Respiratory Distress,Pulmonology
5715,Farhad,Ghasemi,0065553012,Male,66,Shiraz,Fars,Acute Appendicitis,General Surgery
5716,Reza,Ghasemi,4171834503,Male,39,Isfahan,Isfahan,Pneumonia,Infectious Diseases
5717,Elnaz,Rezai,2904498591,Female,39,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5718,Fatemeh,Ghasemi,6886875418,Female,46,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5719,Reza,Moradi,2194604766,Male,19,Shiraz,Fars,Road Traffic Accident (Trauma),Emergency/Orthopedics
5720,Mina,Mousavi,9144722265,Female,86,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5721,Mohammad,Ghasemi,0451953231,Male,83,Mashhad,Razavi Khorasan,Pneumonia,Infectious Diseases
5722,Arash,Hashemi,6620229743,Male,10,Tehran,Tehran,Asthma / Respiratory Distress,Pulmonology
5723,Amir,Hosseini,3735526454,Male,18,Mashhad,Razavi Khorasan,Asthma / Respiratory Distress,Pulmonology
5724,Narges,Mousavi,8832099152,Female,29,Shiraz,Fars,Acute Appendicitis,General Surgery
5725,Ali,Mousavi,8649161596,Male,44,Tehran,Tehran,Acute Appendicitis,General Surgery
5726,Sara,Ghasemi,0298629240,Female,63,Tehran,Tehran,Pneumonia,Infectious Diseases
5727,Mina,Karimi,9685130825,Female,35,Tehran,Tehran,Hypertension Crisis,Internal Medicine
5728,Elnaz,Karimi,2970180057,Female,51,Mashhad,Razavi Khorasan,Rhinoplasty (Elective),ENT / Plastic Surgery
5729,Mina,Hosseini,6048778805,Female,55,Tehran,Tehran,Type 2 Diabetes Follow-up,Endocrinology
5730,Narges,Hashemi,6572036456,Female,48,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5731,Fatemeh,Moradi,1343705096,Female,6,Tehran,Tehran,Cataract Surgery,Ophthalmology
5732,Narges,Moradi,9390338034,Female,68,Mashhad,Razavi Khorasan,Cataract Surgery,Ophthalmology
5733,Reza,Ahmadi,3209583676,Male,40,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5734,Narges,Rezai,7523183689,Female,51,Isfahan,Isfahan,Gastroenteritis,Internal Medicine
5735,Fatemeh,Hosseini,3199622135,Female,58,Mashhad,Razavi Khorasan,Gastroenteritis,Internal Medicine
5736,Sepideh,Mousavi,4125559724,Female,78,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5737,Narges,Hashemi,1785747304,Female,33,Mashhad,Razavi Khorasan,Kidney Stones (Renal Colic),Urology
5738,Fatemeh,Mousavi,7179774812,Female,85,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
5739,Mina,Rezai,6843069517,Female,65,Mashhad,Razavi Khorasan,Acute Appendicitis,General Surgery
5740,Ali,Hashemi,1781182213,Male,86,Isfahan,Isfahan,Chest Pain / Suspected MI,Cardiology
5741,Mohammad,Hosseini,1436486238,Male,9,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5742,Arash,Hosseini,6928106204,Male,27,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5743,Mohammad,Hashemi,0570142334,Male,21,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5744,Reza,Moradi,8674930433,Male,36,Isfahan,Isfahan,Acute Appendicitis,General Surgery
5745,Hossein,Moradi,4128837865,Male,18,Shiraz,Fars,Pneumonia,Infectious Diseases
5746,Elnaz,Karimi,4480427155,Female,68,Shiraz,Fars,Cataract Surgery,Ophthalmology
5747,Narges,Hashemi,3057811493,Female,65,Mashhad,Razavi Khorasan,Hypertension Crisis,Internal Medicine
5748,Hossein,Moradi,1713008084,Male,10,Isfahan,Isfahan,Road Traffic Accident (Trauma),Emergency/Orthopedics
5749,Ali,Mousavi,6741270590,Male,34,Isfahan,Isfahan,Hypertension Crisis,Internal Medicine
5750,Amir,Ahmadi,3149367522,Male,68,Tehran,Tehran,Road Traffic Accident (Trauma),Emergency/Orthopedics
5751,Narges,Ahmadi,5481825201,Female,28,Mashhad,Razavi Khorasan,Infertility Consultation,Gynecology/IVF
